GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,3.6,3.55011,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.12636,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,829,828.68450,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,2,1.96196,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.1,0.06983,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,797,796.79030,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.01980,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,81,81.05663,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,0.2,0.19191,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,0,0.00683,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,12764,12764.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,29.6,29.60002,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.3,0.31037,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,69,68.89671,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00020,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,139,138.95510,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0.3,0.32224,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH5,TetanusTetanus,,0,0.00338,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,2,2.02405,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.03031,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,991,991.05820,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,2.3,2.29829,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.1,0.07226,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,4659,4659.02900,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,10.8,10.80440,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0.2,0.16181,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,5550,5550.09300,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,8.7,8.74947,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.3,0.30594,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,346,346.39450,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.8,0.80330,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,670,670.38060,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,1.6,1.55463,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.05436,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,2438,2437.91700,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0,0.04205,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,3,2.70835,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00628,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.00022,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,1313,1313.41200,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,3,3.04583,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH17,InjuriesInjuries,,0,0.03194,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,117,117.05000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0.1,0.11986,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,3586,3585.71900,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,8.1,8.13059,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH3,Diarrhoeal diseasesDiarrhoeal diseases,,0.1,0.08510,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0.6,0.56465,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.00850,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,249,249.02160,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH6,MeaslesMeasles,,0.6,0.56465,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,1032,1032.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,2.3,2.34005,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH8,MalariaMalaria,,0,0.03521,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH8,MalariaMalaria,,1032,1032.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,9.4,9.43334,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.3,0.32429,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,444,443.99460,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH10,PrematurityPrematurity,,1,1.00675,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,1658,1658.42200,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,3.8,3.76046,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.12927,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,7.6,7.59652,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.07951,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,889,888.54350,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,2,2.01477,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH15,Congenital anomaliesCongenital anomalies,,0.1,0.06926,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,1015,1014.98700,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,2.3,2.30147,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH16,Other noncommunicable diseasesOther noncommunicable diseases,,0,0.02409,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,ZWE,Zimbabwe,,DAYS0-27,0-27 days,,,,,,,,CH17,InjuriesInjuries,,92,91.56525,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.4,0.35308,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,10689,10689.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,23.7,23.66221,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,YEARS0-4,0-4 years,,,,,,,,CH2,HIV/AIDSHIV/AIDS,,0.2,0.24672,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.01156,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,ZWE,Zimbabwe,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00017,,,,,
