Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Zimbabwe,ZWE,1991,Refugee population by country or territory of origin,SM.POP.REFG.OR,128
Zimbabwe,ZWE,1990,Refugee population by country or territory of origin,SM.POP.REFG.OR,5
Zimbabwe,ZWE,1989,Refugee population by country or territory of origin,SM.POP.REFG.OR,5
Zimbabwe,ZWE,1988,Refugee population by country or territory of origin,SM.POP.REFG.OR,629
Zimbabwe,ZWE,1987,Refugee population by country or territory of origin,SM.POP.REFG.OR,3830
Zimbabwe,ZWE,1986,Refugee population by country or territory of origin,SM.POP.REFG.OR,3230
Zimbabwe,ZWE,1985,Refugee population by country or territory of origin,SM.POP.REFG.OR,4250
Zimbabwe,ZWE,1984,Refugee population by country or territory of origin,SM.POP.REFG.OR,3760
Zimbabwe,ZWE,1983,Refugee population by country or territory of origin,SM.POP.REFG.OR,3200
Zimbabwe,ZWE,1981,Refugee population by country or territory of origin,SM.POP.REFG.OR,190
Zimbabwe,ZWE,1980,Refugee population by country or territory of origin,SM.POP.REFG.OR,160
Zimbabwe,ZWE,1979,Refugee population by country or territory of origin,SM.POP.REFG.OR,197640
Zimbabwe,ZWE,1978,Refugee population by country or territory of origin,SM.POP.REFG.OR,163160
Zimbabwe,ZWE,1977,Refugee population by country or territory of origin,SM.POP.REFG.OR,76520
Zimbabwe,ZWE,1976,Refugee population by country or territory of origin,SM.POP.REFG.OR,31220
Zimbabwe,ZWE,1975,Refugee population by country or territory of origin,SM.POP.REFG.OR,14720
Zimbabwe,ZWE,2015,"International migrant stock, total",SM.POP.TOTL,398866
Zimbabwe,ZWE,2010,"International migrant stock, total",SM.POP.TOTL,397891
Zimbabwe,ZWE,2005,"International migrant stock, total",SM.POP.TOTL,392693
Zimbabwe,ZWE,2000,"International migrant stock, total",SM.POP.TOTL,410041
Zimbabwe,ZWE,1995,"International migrant stock, total",SM.POP.TOTL,431226
Zimbabwe,ZWE,1990,"International migrant stock, total",SM.POP.TOTL,626821
Zimbabwe,ZWE,1985,"International migrant stock, total",SM.POP.TOTL,513780
Zimbabwe,ZWE,1980,"International migrant stock, total",SM.POP.TOTL,470728
Zimbabwe,ZWE,1975,"International migrant stock, total",SM.POP.TOTL,484678
Zimbabwe,ZWE,1970,"International migrant stock, total",SM.POP.TOTL,499069
Zimbabwe,ZWE,1965,"International migrant stock, total",SM.POP.TOTL,448754
Zimbabwe,ZWE,1960,"International migrant stock, total",SM.POP.TOTL,387173
Zimbabwe,ZWE,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,2.55638252510727
Zimbabwe,ZWE,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,2.84738752546981
Zimbabwe,ZWE,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,3.0243404055538
Zimbabwe,ZWE,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,3.28033298610614
Zimbabwe,ZWE,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,3.69101241310552
Zimbabwe,ZWE,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,5.97839475940867
Zimbabwe,ZWE,2020,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,73
Zimbabwe,ZWE,2019,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,69.8
Zimbabwe,ZWE,2018,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,66.7
Zimbabwe,ZWE,2017,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,67
Zimbabwe,ZWE,2016,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,66.7
Zimbabwe,ZWE,2015,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,64.7
Zimbabwe,ZWE,2011,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,92.7
Zimbabwe,ZWE,2020,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,31.3
Zimbabwe,ZWE,2019,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,32.1
Zimbabwe,ZWE,2018,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,34.2
Zimbabwe,ZWE,2017,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,35.9
Zimbabwe,ZWE,2016,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,36.7
Zimbabwe,ZWE,2015,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,35.5
Zimbabwe,ZWE,2018,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,40
Zimbabwe,ZWE,2017,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,43
Zimbabwe,ZWE,2016,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,35
Zimbabwe,ZWE,2015,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,45
Zimbabwe,ZWE,2014,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,32
Zimbabwe,ZWE,2013,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,34
Zimbabwe,ZWE,2012,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,61
Zimbabwe,ZWE,2011,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,47
Zimbabwe,ZWE,2010,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,49
Zimbabwe,ZWE,2009,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,77
Zimbabwe,ZWE,2008,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,0
Zimbabwe,ZWE,2007,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,83
Zimbabwe,ZWE,2006,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,67
Zimbabwe,ZWE,2005,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,81
Zimbabwe,ZWE,2004,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,20
Zimbabwe,ZWE,2003,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,19
Zimbabwe,ZWE,2002,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,0
Zimbabwe,ZWE,2001,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,0
Zimbabwe,ZWE,2000,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,0
Zimbabwe,ZWE,2020,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,77.4758
Zimbabwe,ZWE,2019,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,80.3622
Zimbabwe,ZWE,2018,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,83.2486
Zimbabwe,ZWE,2017,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,86.135
Zimbabwe,ZWE,2016,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,90.6766
Zimbabwe,ZWE,2015,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,95.2182
Zimbabwe,ZWE,2014,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,99.7598
Zimbabwe,ZWE,2013,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.3014
Zimbabwe,ZWE,2012,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.843
Zimbabwe,ZWE,2011,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,109.2926
Zimbabwe,ZWE,2010,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,109.7422
Zimbabwe,ZWE,2009,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,110.1918
Zimbabwe,ZWE,2008,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,110.6414
Zimbabwe,ZWE,2007,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,111.091
Zimbabwe,ZWE,2006,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,108.943
Zimbabwe,ZWE,2005,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,106.795
Zimbabwe,ZWE,2004,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.647
Zimbabwe,ZWE,2003,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,102.499
Zimbabwe,ZWE,2002,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.351
Zimbabwe,ZWE,2001,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.2964
Zimbabwe,ZWE,2000,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.2418
Zimbabwe,ZWE,1999,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.1872
Zimbabwe,ZWE,1998,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.1326
Zimbabwe,ZWE,1997,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.078
Zimbabwe,ZWE,1996,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.6116
Zimbabwe,ZWE,1995,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,101.1452
Zimbabwe,ZWE,1994,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,101.6788
Zimbabwe,ZWE,1993,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,102.2124
Zimbabwe,ZWE,1992,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,102.746
Zimbabwe,ZWE,1991,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,104.3194
Zimbabwe,ZWE,1990,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,105.8928
Zimbabwe,ZWE,1989,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,107.4662
Zimbabwe,ZWE,1988,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,109.0396
Zimbabwe,ZWE,1987,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,110.613
Zimbabwe,ZWE,1986,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,114.076
Zimbabwe,ZWE,1985,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,117.539
Zimbabwe,ZWE,1984,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,121.002
Zimbabwe,ZWE,1983,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,124.465
Zimbabwe,ZWE,1982,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,127.928
Zimbabwe,ZWE,1981,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,136.6816
Zimbabwe,ZWE,1980,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,145.4352
Zimbabwe,ZWE,1979,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,154.1888
Zimbabwe,ZWE,1978,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,162.9424
Zimbabwe,ZWE,1977,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,171.696
Zimbabwe,ZWE,1976,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,172.1664
Zimbabwe,ZWE,1975,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,172.6368
Zimbabwe,ZWE,1974,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.1072
Zimbabwe,ZWE,1973,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.5776
Zimbabwe,ZWE,1972,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1971,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1970,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1969,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1968,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1967,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,174.048
Zimbabwe,ZWE,1966,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.5776
Zimbabwe,ZWE,1965,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,173.1072
Zimbabwe,ZWE,1964,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,172.6368
Zimbabwe,ZWE,1963,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,172.1664
Zimbabwe,ZWE,1962,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,171.696
Zimbabwe,ZWE,1961,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,170.2848
Zimbabwe,ZWE,1960,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,168.8736
Zimbabwe,ZWE,2020,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,328.624
Zimbabwe,ZWE,2019,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,333.163
Zimbabwe,ZWE,2018,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,337.702
Zimbabwe,ZWE,2017,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,300.101
Zimbabwe,ZWE,2016,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,319.797
Zimbabwe,ZWE,2015,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,339.493
Zimbabwe,ZWE,2014,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,359.189
Zimbabwe,ZWE,2013,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,378.885
Zimbabwe,ZWE,2012,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,398.581
Zimbabwe,ZWE,2011,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,441.512
Zimbabwe,ZWE,2010,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,484.444
Zimbabwe,ZWE,2009,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,527.376
Zimbabwe,ZWE,2008,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,570.307
Zimbabwe,ZWE,2007,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,613.239
Zimbabwe,ZWE,2006,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,627.596
Zimbabwe,ZWE,2005,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,641.954
Zimbabwe,ZWE,2004,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,656.311
Zimbabwe,ZWE,2003,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,670.669
Zimbabwe,ZWE,2002,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,685.026
Zimbabwe,ZWE,2001,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,665.204
Zimbabwe,ZWE,2000,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,645.381
Zimbabwe,ZWE,1999,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,625.559
Zimbabwe,ZWE,1998,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,605.737
Zimbabwe,ZWE,1997,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,585.914
Zimbabwe,ZWE,1996,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,545.72
Zimbabwe,ZWE,1995,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,505.527
Zimbabwe,ZWE,1994,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,465.333
Zimbabwe,ZWE,1993,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,425.139
Zimbabwe,ZWE,1992,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,384.945
Zimbabwe,ZWE,1991,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,356.275
Zimbabwe,ZWE,1990,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,327.604
Zimbabwe,ZWE,1989,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,298.934
Zimbabwe,ZWE,1988,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,270.263
Zimbabwe,ZWE,1987,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,241.593
Zimbabwe,ZWE,1986,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,237.568
Zimbabwe,ZWE,1985,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,233.542
Zimbabwe,ZWE,1984,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,229.517
Zimbabwe,ZWE,1983,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,225.492
Zimbabwe,ZWE,1982,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,221.467
Zimbabwe,ZWE,1981,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,226.671
Zimbabwe,ZWE,1980,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,231.874
Zimbabwe,ZWE,1979,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,237.078
Zimbabwe,ZWE,1978,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,242.281
Zimbabwe,ZWE,1977,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,247.485
Zimbabwe,ZWE,1976,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,251.441
Zimbabwe,ZWE,1975,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,255.396
Zimbabwe,ZWE,1974,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,259.352
Zimbabwe,ZWE,1973,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,263.308
Zimbabwe,ZWE,1972,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,267.263
Zimbabwe,ZWE,1971,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,270.458
Zimbabwe,ZWE,1970,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,273.653
Zimbabwe,ZWE,1969,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,276.848
Zimbabwe,ZWE,1968,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,280.043
Zimbabwe,ZWE,1967,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,283.237
Zimbabwe,ZWE,1966,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,286.417
Zimbabwe,ZWE,1965,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,289.597
Zimbabwe,ZWE,1964,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,292.777
Zimbabwe,ZWE,1963,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,295.957
Zimbabwe,ZWE,1962,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,299.137
Zimbabwe,ZWE,1961,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,302.669
Zimbabwe,ZWE,1960,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,306.201
Zimbabwe,ZWE,2020,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,365.247
Zimbabwe,ZWE,2019,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,369.227
Zimbabwe,ZWE,2018,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,373.207
Zimbabwe,ZWE,2017,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,362.446
Zimbabwe,ZWE,2016,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,379.617
Zimbabwe,ZWE,2015,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,396.789
Zimbabwe,ZWE,2014,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,413.96
Zimbabwe,ZWE,2013,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,431.131
Zimbabwe,ZWE,2012,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,448.303
Zimbabwe,ZWE,2011,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,491.018
Zimbabwe,ZWE,2010,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,533.732
Zimbabwe,ZWE,2009,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,576.447
Zimbabwe,ZWE,2008,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,619.162
Zimbabwe,ZWE,2007,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,661.877
Zimbabwe,ZWE,2006,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,680.24
Zimbabwe,ZWE,2005,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,698.604
Zimbabwe,ZWE,2004,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,716.967
Zimbabwe,ZWE,2003,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,735.331
Zimbabwe,ZWE,2002,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,753.695
Zimbabwe,ZWE,2001,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,742.15
Zimbabwe,ZWE,2000,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,730.605
Zimbabwe,ZWE,1999,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,719.061
Zimbabwe,ZWE,1998,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,707.516
Zimbabwe,ZWE,1997,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,695.971
Zimbabwe,ZWE,1996,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,662.142
Zimbabwe,ZWE,1995,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,628.312
Zimbabwe,ZWE,1994,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,594.482
Zimbabwe,ZWE,1993,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,560.652
Zimbabwe,ZWE,1992,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,526.823
Zimbabwe,ZWE,1991,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,491.117
Zimbabwe,ZWE,1990,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,455.412
Zimbabwe,ZWE,1989,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,419.707
Zimbabwe,ZWE,1988,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,384.001
Zimbabwe,ZWE,1987,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,348.296
Zimbabwe,ZWE,1986,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,335.501
Zimbabwe,ZWE,1985,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,322.705
Zimbabwe,ZWE,1984,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,309.91
Zimbabwe,ZWE,1983,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,297.114
Zimbabwe,ZWE,1982,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,284.318
Zimbabwe,ZWE,1981,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,287.915
Zimbabwe,ZWE,1980,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,291.513
Zimbabwe,ZWE,1979,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,295.11
Zimbabwe,ZWE,1978,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,298.707
Zimbabwe,ZWE,1977,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,302.304
Zimbabwe,ZWE,1976,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,306.316
Zimbabwe,ZWE,1975,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,310.329
Zimbabwe,ZWE,1974,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,314.341
Zimbabwe,ZWE,1973,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,318.354
Zimbabwe,ZWE,1972,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,322.366
Zimbabwe,ZWE,1971,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,325.565
Zimbabwe,ZWE,1970,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,328.765
Zimbabwe,ZWE,1969,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,331.964
Zimbabwe,ZWE,1968,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,335.163
Zimbabwe,ZWE,1967,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,338.362
Zimbabwe,ZWE,1966,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,341.542
